// use this 
Id	FileName	Copyright	Title	Subject	Description	Tags	ThematicLink	Authors 
WEB-0068_beesflower	WEB-0068_beesflower.jpg	Annette Meyer, CC0, Pixabay	Bees		Bees collecting pollen	דְּבוֹרָה; μέλισσα; μέλι	Fauna:6.2	https://pixabay.com/photos/gold-poppy-poppy-flower-honey-bees-5278111/
WEB-0069_bema_corinth	WEB-0069_bema_corinth.jpg	© Berthold Werner, CC BY-SA 3.0	Bema 	 	The bema at Corinth, a place for public addresses and judicial proceedings 	MVR; judgment seat; court; tribunal 		https://upload.wikimedia.org/wikipedia/commons/4/48/Korinth_BW_2017-10-10_11-13-45.jpg
WEB-0070_beryl	WEB-0070_beryl.jpg	© Gia.cossa, CC BY-SA 2.5, via Wikimedia Commons	Beryl 	 	Beryl stone from Pakistan 	MVR; תַּרְשִׁישׁ 		https://commons.wikimedia.org/wiki/File:Berillo.jpg
WEB-0071_birds_nest	WEB-0071_birds_nest.jpg	"© מרכז להב""ה מגאר Pikiwiki Israel, CC BY 2.5, via Wikimedia Commons"	Nest	NATURAL WORLD	Bird's nest in a carob tree	MVR; MRK; πετεινός; κατασκηνόω; κατασκήνωσις; κεράτιον		https://upload.wikimedia.org/wikipedia/commons/e/ec/PikiWiki_Israel_31440_Birds_nest_on_a_Carob_tree.JPG
WEB-0072_birth	WEB-0072_birth.jpg	© I, Rémih, CC BY-SA 3.0, via Wikimedia Commons	Birth		Wall relief of childbirth in Treasure hall, temple of Edfu, Egypt	MVR		https://commons.wikimedia.org/wiki/File:Edfu49.JPG
WEB-0073_bison	WEB-0073_bison.jpg	© katsrcool from Edmond, OK, USA (Majestic Bison), CC BY 2.0, via Wikimedia Commons	Bison	NATURAL WORLD	A bison (Bison bison) in grassland, western United States	MVR; רְאֵם	Fauna:2.34	https://upload.wikimedia.org/wikipedia/commons/a/a0/Bison_bison_Wichita_Mountain_Oklahoma.jpg
WEB-0074_black_pigs	WEB-0074_black_pigs.jpg	© Amanda Slater, CC BY-SA 2.0, via Wikimedia Commons	Pig		A herd of large black swine	MVR; חֲזִיר; χοῖρος; ὕειος; ὗς	Fauna:2.30	https://commons.wikimedia.org/wiki/File:Black_pigs_at_Wherstead,_Suffolk.jpg
WEB-0075_black_stork	WEB-0075_black_stork.jpg	© Chris Eason, (originally posted to Flickr as Black Storks), CC BY 2.0, via Wikimedia Commons	Stork	NATURAL WORLD	Black storks (Ciconia nigra)	MVR; חֲסִידָה	Fauna:3.22	https://commons.wikimedia.org/wiki/File:Ciconia_nigra_-Kruger_National_Park-8.jpg
WEB-0076_black_stork	WEB-0076_black_stork.jpg	Adrian Pingstone, Public domain, via Wikimedia Commons	Stork	NATURAL WORLD	Black stork (Ciconia nigra)	MVR; חֲסִידָה	Fauna:3.22	https://commons.wikimedia.org/wiki/File:Black_stork_arp.jpg
WEB-0077_black_stork	WEB-0077_black_stork.jpg	CC0, Pixabay	Stork		Black stork	חֲסִידָה	Fauna:3.22	https://pixabay.com/images/id-2392122/
WEB-0078_blood	WEB-0078_blood.jpg	© Olashxs, CC BY-SA 4.0, via Wikimedia Commons	Blood 	 	The blood from an animal is used both ritually and for nourishment 	MVR 		https://commons.wikimedia.org/wiki/File:A_Kenya_(13).jpg
WEB-0079_boars	WEB-0079_boars.jpg	© LukaszKatlewa, CC BY-SA 3.0, via Wikimedia Commons	Boar	NATURAL WORLD	Wild boar (Sus scrofa) with young	MVR; חֲזִיר;	Fauna:2.33	https://commons.wikimedia.org/wiki/File:Locha_i_pasiaki.jpg
WEB-0080_boars	WEB-0080_boars.jpg	CC0, Pixabay	Boar		Wild boar (Sus scrofa) with young	חֲזִיר	Fauna:2.33	https://pixabay.com/images/id-659637/
